ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
ROSN,5,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,-0.13315639687356304,-0.08181647732717809,0.4626434499237484,0.0,0.008431033755167431,0.9807613458578999,momentum5
NVTK,1,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,-0.05588691757518927,0.0009380863039399625,0.4733600539497007,0.0,0.012158427867511562,0.9807613458578999,momentum5
NVTK,2,40,0.575,0.21479525392169307,0.42194800436059987,0.7149083147518411,-0.13038765261727558,-0.060987053053515775,0.8926020945123888,0.0,0.008835192488768939,0.9807613458578999,momentum5
NVTK,3,40,0.6,0.13409362552738457,0.445956198273935,0.7365188938759863,0.21496409231893332,0.18255159474671676,0.4834665296301208,0.0,0.01212729572824968,0.9807613458578999,momentum5
NVTK,5,40,0.575,0.21479525392169307,0.42194800436059987,0.7149083147518411,-0.005574634452656482,0.029836742878489253,0.6801694529830431,0.0,0.009093598400847058,0.9807613458578999,momentum5
TATN,1,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.1067743140671236,-0.06360225140712947,0.4429765656529667,0.0,0.009946065818245135,0.9807613458578999,momentum5
TATN,2,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,-0.047524743672595085,0.012572715552570944,0.5396386041381109,0.0,0.00877881960947106,0.9807613458578999,momentum5
TATN,3,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,-0.020092051299198766,-0.06172607879924954,0.3362331716594544,0.0,0.011190642892681108,0.9807613458578999,momentum5
TATN,5,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,0.028267260959355993,0.11033965290913007,0.5479936995724675,0.0,0.008367701388472756,0.9807613458578999,momentum5
GMKN,1,40,0.35,0.9807613458578999,0.2213433317104915,0.5049440300646263,-0.2888071612922773,-0.3234162721181092,0.6369916557282309,0.0,0.013165770450627706,0.9807613458578999,momentum5
GMKN,2,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,-0.04679565452215569,0.024413156301951414,0.7545063104094498,0.0,0.013197184450811156,0.9807613458578999,momentum5
GMKN,3,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.06710587862903772,0.00938526616709545,0.5466644947407835,0.0,0.012696717039157698,0.9807613458578999,momentum5
GMKN,5,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.025609327791654587,0.10779347474861624,0.3984873625152659,0.0,0.013733153174839485,0.9807613458578999,momentum5
