logged_at,track,tag,period,signal,book,exec_lag,cost_bps,borrow,ic_t,net_sharpe,daily_sr
2026-09-24T14:04:31,A,C_C3,ext_dev,ctx64|MED_SIG,LS,1,5,0.05,4.793433783439727,1.2161040462762889,0.07660735416253439
2026-09-24T14:04:31,B,C_C3,ext_dev,ctx64|SIG,vol_forecast,0,,,,
2026-09-24T14:04:33,A,C_C3,ext_dev,ctx128|MED_SIG,LS,1,5,0.05,4.755302547228487,0.8003386164794758,0.05041659390109984
2026-09-24T14:04:33,B,C_C3,ext_dev,ctx128|SIG,vol_forecast,0,,,,
2026-09-24T14:04:35,A,C_C3,ext_dev,ctx512|MED_SIG,LS,1,5,0.05,5.398893206011225,0.7702753044962956,0.04852278325599406
2026-09-24T14:04:35,B,C_C3,ext_dev,ctx512|SIG,vol_forecast,0,,,,
2026-09-24T14:04:37,A,C_C4,ext_dev,resid|MED_SIG,LS,1,5,0.05,5.76999937069005,1.815157386746253,0.11434416751839226
2026-09-24T14:04:37,B,C_C4,ext_dev,resid|SIG,vol_forecast,0,,,,
2026-09-24T14:04:39,A,C_C4,ext_dev,weekly|MED_SIG,LS,1,5,0.05,5.390932055474639,1.2428642072323073,0.07829308585143166
2026-09-24T14:04:39,B,C_C4,ext_dev,weekly|SIG,vol_forecast,0,,,,
2026-09-24T14:04:41,A,C_C4,ext_dev,logprice|MED_SIG,LS,1,5,0.05,2.5906282570271864,-0.14713878803610922,-0.009268872413214068
2026-09-24T14:04:41,B,C_C4,ext_dev,logprice|SIG,vol_forecast,0,,,,
2026-09-24T14:15:18,B,S3volenc,ext_dev,E1_encompassing_chronos_rv_xl_vs_loghar_pooled_mkt,vol_forecast,0,,,,
2026-09-24T14:15:18,B,S3volenc,ext_dev,E2_combo_eqw_geo_vs_loghar_pooled_mkt,vol_forecast,0,,,,
2026-09-24T15:06:03,A,C_C0,ext_dev,uni|MED_SIG,LS,1,5,0.05,6.369977540252062,1.1705897040649624,0.07374022010115679
2026-09-24T15:06:03,B,C_C0,ext_dev,uni|SIG,vol_forecast,0,,,,
2026-09-24T15:06:05,A,C_C0,ext_dev,xl|MED_SIG,LS,1,5,0.05,5.4692709362832135,1.0051334214615724,0.06331745399111412
2026-09-24T15:06:05,B,C_C0,ext_dev,xl|SIG,vol_forecast,0,,,,
2026-09-24T15:06:08,A,C_C0,ext_dev,cov|MED_SIG,LS,1,5,0.05,6.386332866998111,1.26273140760841,0.07954460183815205
2026-09-24T15:06:08,B,C_C0,ext_dev,cov|SIG,vol_forecast,0,,,,
2026-09-24T15:06:10,A,C_C0,ext_dev,xl_cov|MED_SIG,LS,1,5,0.05,6.203150956968966,1.466773679296446,0.09239805678651442
2026-09-24T15:06:10,B,C_C0,ext_dev,xl_cov|SIG,vol_forecast,0,,,,
2026-09-24T15:06:12,A,C_C1,ext_dev,xl_sector|MED_SIG,LS,1,5,0.05,5.987475085500815,1.1891085207664336,0.0749067959003778
2026-09-24T15:06:12,B,C_C1,ext_dev,xl_sector|SIG,vol_forecast,0,,,,
2026-09-24T15:06:14,A,C_C1,ext_dev,xl_market|MED_SIG,LS,1,5,0.05,5.695016156466012,1.1876184225331967,0.07481292853480156
2026-09-24T15:06:14,B,C_C1,ext_dev,xl_market|SIG,vol_forecast,0,,,,
2026-09-24T15:06:16,A,C_C1,ext_dev,xl_liq|MED_SIG,LS,1,5,0.05,5.356180790183125,0.8981358417545589,0.05657724001991009
2026-09-24T15:06:16,B,C_C1,ext_dev,xl_liq|SIG,vol_forecast,0,,,,
2026-09-24T15:06:18,A,C_C1,ext_dev,xl_rand20|MED_SIG,LS,1,5,0.05,6.114187916590892,1.1834109186068815,0.07454788070076925
2026-09-24T15:06:18,B,C_C1,ext_dev,xl_rand20|SIG,vol_forecast,0,,,,
2026-09-24T15:06:20,A,C_C2,ext_dev,cov_sector|MED_SIG,LS,1,5,0.05,6.482046257279981,1.337641720406011,0.08426350798806899
2026-09-24T15:06:20,B,C_C2,ext_dev,cov_sector|SIG,vol_forecast,0,,,,
2026-09-24T15:06:22,A,C_C2,ext_dev,cov_fut|MED_SIG,LS,1,5,0.05,6.955892873800084,1.5732118512191617,0.09910303137965354
2026-09-24T15:06:22,B,C_C2,ext_dev,cov_fut|SIG,vol_forecast,0,,,,
2026-09-24T15:06:24,A,C_C3,ext_dev,ctx64|MED_SIG,LS,1,5,0.05,4.793433783439727,1.2161040462762889,0.07660735416253439
2026-09-24T15:06:24,B,C_C3,ext_dev,ctx64|SIG,vol_forecast,0,,,,
2026-09-24T15:06:26,A,C_C3,ext_dev,ctx128|MED_SIG,LS,1,5,0.05,4.755302547228487,0.8003386164794758,0.05041659390109984
2026-09-24T15:06:26,B,C_C3,ext_dev,ctx128|SIG,vol_forecast,0,,,,
2026-09-24T15:06:28,A,C_C3,ext_dev,ctx512|MED_SIG,LS,1,5,0.05,5.398893206011225,0.7702753044962956,0.04852278325599406
2026-09-24T15:06:28,B,C_C3,ext_dev,ctx512|SIG,vol_forecast,0,,,,
2026-09-24T15:06:30,A,C_C4,ext_dev,resid|MED_SIG,LS,1,5,0.05,5.76999937069005,1.815157386746253,0.11434416751839226
2026-09-24T15:06:30,B,C_C4,ext_dev,resid|SIG,vol_forecast,0,,,,
2026-09-24T15:06:32,A,C_C4,ext_dev,weekly|MED_SIG,LS,1,5,0.05,5.390932055474639,1.2428642072323073,0.07829308585143166
2026-09-24T15:06:32,B,C_C4,ext_dev,weekly|SIG,vol_forecast,0,,,,
2026-09-24T15:06:34,A,C_C4,ext_dev,logprice|MED_SIG,LS,1,5,0.05,2.5906282570271864,-0.14713878803610922,-0.009268872413214068
2026-09-24T15:06:34,B,C_C4,ext_dev,logprice|SIG,vol_forecast,0,,,,
2026-09-24T15:06:36,A,C_C3b,ext_dev,cov_fut_ctx128|MED_SIG,LS,1,5,0.05,5.746522987168177,1.4058941975547399,0.08856300991425127
2026-09-24T15:06:36,B,C_C3b,ext_dev,cov_fut_ctx128|SIG,vol_forecast,0,,,,
2026-09-24T15:06:38,A,C_C3b,ext_dev,cov_fut_ctx512|MED_SIG,LS,1,5,0.05,6.324983393889324,1.1988723996288948,0.07552186245517381
2026-09-24T15:06:38,B,C_C3b,ext_dev,cov_fut_ctx512|SIG,vol_forecast,0,,,,
2026-09-24T15:06:40,A,C_C3b,ext_dev,xl_liq_ctx128|MED_SIG,LS,1,5,0.05,5.581607250189442,1.0212615318350409,0.06433342944743789
2026-09-24T15:06:40,B,C_C3b,ext_dev,xl_liq_ctx128|SIG,vol_forecast,0,,,,
2026-09-24T15:06:42,A,C_C3b,ext_dev,xl_liq_ctx512|MED_SIG,LS,1,5,0.05,4.689238178854083,0.5863984024836848,0.03693962719469977
2026-09-24T15:06:42,B,C_C3b,ext_dev,xl_liq_ctx512|SIG,vol_forecast,0,,,,
2026-09-24T15:06:54,A,S3ref_cov_fut,ext_dev,chronos,LS_5d,1,5,0.05,6.955892873800084,1.5732118512191617,0.09910303137965354
2026-09-24T15:06:56,A,S3mimic_cov_fut,ext_dev,mimic,LS_5d,1,5,0.05,5.690126515398251,2.060168465930585,0.12977841475594692
2026-09-24T15:06:57,A,S3mimic_cov_fut,ext_dev,chronos_minus_mimic,LS_5d,1,5,0.05,2.9315208613288073,-0.5937212033848169,-0.037400920291957754
2026-09-24T15:06:59,A,S3mimic_cov_fut,ext_dev,mimic_ext,LS_5d,1,5,0.05,5.294903389096511,1.6089211829379853,0.10135250783708967
2026-09-24T15:07:00,A,S3mimic_cov_fut,ext_dev,chronos_minus_mimic_ext,LS_5d,1,5,0.05,2.659585496870414,-0.3752196227480459,-0.023636614495781035
